TV_Ad_Spend_EUR,Digital_Ad_Spend_EUR,Print_Ad_Spend_EUR,Price_Discount_Percent,Store_Visits,TargetSales_Flag
184806.4456,38689.17557,130867.4636,14.82290601,14746.09987,1
183727.8501,195352.7496,88410.44749,13.63606063,14024.42929,1
207600.3371,42653.63749,52196.85445,12.29518158,2841.320872,0
181815.5103,22952.79401,44758.23168,7.485534268,7049.739827,0
138659.2647,258711.9161,47314.79985,13.25131086,10181.98732,1
182013.4966,85807.43985,173520.171,12.20014454,1997.577741,0
359487.882,147553.5866,28365.76888,16.28397125,6596.363213,1
378780.8069,282318.858,27614.54078,8.241886331,13703.17324,1
210697.9368,193242.8311,9150.90874,5.770622398,12975.96753,1
257102.1217,121192.6649,146659.8194,18.15203971,1668.658929,0
63934.99013,257774.8396,6041.976661,17.44152073,11805.32304,1
140568.4831,76153.76018,184415.913,3.846233892,11819.08863,0
177633.9605,154154.7809,194394.6536,18.11290997,1986.635492,0
349197.48,176235.5425,50643.5149,16.46491292,10163.91923,1
115173.0389,181960.5107,12956.59696,22.65407799,11619.23607,1
203553.0204,19990.31353,192943.754,17.74490866,3838.151858,0
394512.7185,122435.7287,45803.31852,23.71645748,11285.33763,1
217404.3453,161744.4468,109510.4393,18.82481368,13108.38306,1
252899.9198,145486.4536,131546.6646,2.025195899,8529.932976,0
65838.89308,249253.7437,120574.3218,20.68361,3472.923685,0
334009.5042,221038.2213,169964.5258,5.981884076,14116.64427,1
249162.8488,280666.5091,99351.02528,17.2784509,7364.8549,1
227125.8425,78777.52525,106812.7029,13.0826355,11583.25642,0
150250.2568,59521.75875,199804.876,21.20391304,12330.75509,1
135565.8998,72917.4192,114345.115,2.48171062,10388.3606,0
178468.4402,202067.7048,43561.20571,16.78472349,3125.042487,0
278894.291,86729.96807,37707.27082,8.403054506,13929.59063,1
352673.5999,204402.2507,174197.2978,7.443536939,12822.74504,1
213960.4882,209755.2984,75154.45103,4.599058052,9218.612611,0
274339.2375,38178.00807,189674.2067,9.089942074,8767.176042,1
242655.89,225902.9712,162082.3746,0.082182331,5633.643028,0
257463.3308,104479.8682,189203.7625,19.26300525,13887.61807,1
276381.8394,78019.31709,114522.5325,12.06406095,8529.416871,0
340090.1263,88761.40427,13169.09667,18.52126353,8618.130227,1
51614.09557,270444.5853,170920.3156,7.454824494,9731.731097,1
310199.4797,187455.4557,118008.9074,17.71998553,6484.690161,1
112593.2223,200168.2458,174214.6555,16.74745071,5566.022042,0
93804.72502,76880.25267,60428.32497,20.18446487,11844.90334,0
237533.6438,117589.4841,172121.3256,6.823257067,11603.73442,1
56370.75631,245987.6612,44114.51857,24.27218387,9242.228368,1
356424.194,111949.9406,60013.55836,13.15186011,10359.58195,1
258354.6094,246605.4379,33244.83219,7.929079221,9435.646019,1
294898.2161,71995.67231,32000.96314,11.50864708,7409.690107,0
26129.09854,223727.0474,25286.28455,22.74582494,12479.50772,1
245884.1142,48291.13099,109330.7066,15.09419154,3045.769229,0
231578.3731,249379.8302,136750.2057,16.11760528,12067.86225,1
80404.66477,206722.9239,46243.41882,21.55671105,4363.107529,0
78166.79575,287835.5728,183415.3256,2.984336989,2352.662805,0
284301.2209,23413.80373,24396.51591,7.982796225,14163.09976,0
141131.242,52579.26394,26268.98178,18.86410108,9548.920645,0
282948.7123,22773.26619,177354.4687,18.26142669,9645.717962,1
230665.6349,19773.82755,140224.7618,24.65123727,13804.42266,1
167801.2182,256125.0392,40642.75745,10.67639273,4063.568597,0
371550.3461,194956.1449,197156.36,1.602141405,8142.360414,1
339834.5988,198472.7252,11416.81383,16.64260427,14991.25182,1
155811.0753,122196.389,26159.42449,17.640621,6305.218599,1
36564.75624,30189.90883,60000.92362,15.60846828,13693.85987,0
135811.8679,137888.3553,148233.0889,14.25560882,10671.76269,1
171310.5591,59849.62288,144376.2365,6.947513606,10022.06031,0
287884.3556,281359.6437,160470.2018,8.190090984,2972.365523,0
398236.2232,265385.3222,111306.2615,23.58324043,11784.6999,1
155247.649,100761.9667,121914.1956,16.50625147,2103.078468,0
309768.1692,19938.35571,72295.63881,10.25517716,3417.313672,0
245407.2283,20963.81082,79904.44259,18.27218644,12306.02994,1
282846.6835,165719.0584,23822.56653,11.91345296,7887.63044,1
77428.43189,249599.1279,28132.10166,13.18632754,8165.549397,1
171572.9912,112561.922,140941.8845,22.75555503,8604.988893,1
111525.2411,202371.8571,9843.17252,21.55458161,3609.802912,0
150513.2853,259525.0454,93241.32958,4.173386126,4307.123953,0
214988.6986,196323.5002,134121.7051,16.26302524,13577.48976,1
273317.3291,16746.95465,99078.79699,23.42467843,8360.164129,1
60245.22432,172075.096,18441.42629,20.81565875,8563.273372,0
69740.08125,64832.12386,154631.0512,9.428210369,3403.982007,0
142352.6305,243018.1977,97823.01606,12.41984446,12142.49181,1
271394.4479,132526.1415,62057.2953,18.75424474,11353.53512,1
341672.3656,140171.8689,38157.04224,23.05710409,3799.428837,1
230237.791,101614.162,124835.1709,14.71643678,8300.842052,1
344691.9453,80423.28611,185212.2884,8.498625954,13477.05582,1
166238.3683,60587.02399,56552.8923,11.85310758,2333.483459,0
140379.4009,131187.5783,175545.9404,21.69900902,9605.313804,1
154620.5767,168211.0446,134379.3802,13.81932933,9681.19065,1
85011.0951,271767.7689,8566.464095,10.30795087,1969.774376,0
335062.8011,129554.6841,170641.7096,11.18509903,10834.46422,1
148694.9214,106699.6825,82236.04757,4.857421777,2082.747397,0
229900.6286,248179.818,169740.0951,17.0330825,4597.225518,1
239849.5579,213414.6792,43801.31101,9.030447039,13887.55451,1
218182.5626,47713.4981,106121.535,8.377709697,11023.84786,0
21021.46454,216589.7927,44981.54006,20.20025397,5989.72913,0
395571.2593,286092.5958,100418.8074,14.44536879,6327.388048,1
364029.7988,156704.4271,184788.3449,13.67865917,1134.009497,0
98901.62725,154816.9375,103586.6648,4.844808509,1506.018921,0
131145.9769,221218.8136,198631.1987,19.49846033,13363.16477,1
217603.8582,71959.24445,57824.05224,22.36545583,2556.447576,0
362726.3216,119596.1433,122596.3228,12.05951756,11782.26843,1
393779.7363,105322.5574,193539.6771,23.80742508,2280.781178,1
117865.9844,298826.7216,152170.1609,13.70619366,8970.69473,1
234456.4363,61061.19014,139920.136,5.209117966,3767.3213,0
326648.1,64577.00786,149859.0028,0.981898435,14321.83296,1
169860.6205,146358.4362,69415.22767,17.94916545,14646.6043,1
297807.7536,93178.89105,61689.7114,10.23387422,6017.754762,1
81206.22548,263143.0438,33211.5068,21.5792753,12501.61305,1
248265.4558,139395.7219,122656.1041,18.75395233,5000.969962,1
349028.4942,210195.6525,184869.1487,6.092757892,11489.01212,0
393738.2115,248187.8096,154164.8971,7.557465938,3472.129791,1
50159.00034,92533.10058,197279.0754,2.173494199,9953.866421,0
182771.9644,223830.2065,198404.5758,17.98834552,14383.69628,1
97726.28663,128742.6934,89643.46826,20.46599563,3559.962945,0
191241.8664,87538.03275,105772.5332,12.01777392,3300.189462,0
228150.1576,268681.0126,165689.5438,15.40660828,7246.12452,1
55464.14994,176034.9111,154284.2788,4.845967083,14422.63586,1
132807.0947,156454.5135,156111.0346,24.15534002,7229.724085,1
372482.0113,66471.85551,113726.4437,7.948031538,3934.970671,0
236221.4179,271967.577,119442.9371,18.4539313,1397.607519,0
193816.5591,196784.9576,169471.0026,13.8563526,6086.41179,0
306339.8765,285072.7436,189007.0449,14.47253686,11307.54907,1
301907.6177,27633.29779,156567.357,24.42239516,5023.485067,1
38460.03248,48238.03039,155436.0316,24.02413612,7299.212752,0
289305.0103,265045.9077,35883.60795,6.533642058,3596.185496,0
338912.4722,143752.7869,171863.4299,15.93757554,10876.97917,1
83056.396,148088.7354,189304.0005,4.402779695,7162.110566,0
316779.2164,78635.1253,58140.7022,18.88917283,2303.909099,1
128883.9144,154201.8579,42335.46583,14.96724881,5636.94126,0
136458.5063,139979.0561,37158.68121,23.04453208,11123.62999,1
272799.3568,220444.3129,9393.451733,17.23577996,10372.97784,1
62329.02521,196113.066,84268.11555,12.0908677,11689.38934,1
272651.5305,242710.7834,39908.42151,7.311846563,13710.29694,1
357385.5812,238183.9576,29814.05577,4.101550986,8279.425476,1
284598.2819,135132.5315,147191.1469,6.361260464,2929.016668,0
187324.5931,100922.9743,153593.5297,20.43525541,7840.552581,0
186521.4661,108136.1018,141801.13,23.38370801,1057.998949,0
310736.5162,297133.0941,134843.2505,21.23715802,8533.447774,1
234943.9605,131631.151,105928.1352,20.59498789,13937.83099,1
52263.58201,230307.9258,16952.41811,7.876732794,14766.9925,1
241415.0134,38581.49568,195717.2608,15.99045878,14636.82897,1
329640.6071,137426.0341,197248.0146,14.14903794,4056.028879,0
148085.2257,108728.4502,177506.0328,19.75840884,10565.81839,1
372479.1002,60660.77578,153608.925,16.69752115,5138.375421,0
305272.4601,21803.95785,154363.5236,0.490306117,5139.34904,0
238144.2536,86805.35116,121223.5146,15.3505811,6593.746601,0
305624.7157,241096.6705,26915.24555,1.661758445,10180.49455,1
50076.60508,99785.14451,165270.3788,16.45851758,2941.821887,0
346567.8488,263809.9944,137081.8366,8.237504363,9166.278598,1
332171.563,179971.5911,20244.86362,18.81804522,12886.01083,1
365751.2307,244349.6717,123398.8515,15.85292798,9894.59868,1
68879.85505,299818.3388,41514.33665,13.79922597,8135.123477,1
51076.4331,197560.5208,113555.8478,20.7037763,5223.388112,1
72597.91766,112150.6882,53664.56791,12.08998624,3466.751478,0
171763.9098,103356.9664,129488.1038,22.27511993,3179.230551,1
181236.6072,292215.9784,156350.6404,20.97346084,6839.946039,1
233642.9839,218651.7362,14685.20676,1.442380839,10725.12796,0
66452.54886,158213.3425,19317.83322,22.37218099,7063.108078,1
96531.81052,76011.70646,199573.6636,15.51727014,10212.52112,0
328424.8523,154620.2409,138276.3775,24.12550368,14679.11581,1
197835.2781,232209.8778,65270.65427,18.29137285,14265.70351,1
327016.5196,292794.2782,51387.71648,19.70652556,5466.508852,1
22822.02385,206750.7981,86666.74528,13.46583272,7105.93679,0
229605.2359,22021.19265,189438.4369,24.12133099,2700.258696,0
374134.2163,147574.6304,139445.3331,17.59827667,6097.394661,1
241226.6745,250888.0059,198772.7058,10.48201477,12131.63801,1
98316.37643,160497.4748,112327.5212,1.724958685,12820.77511,0
292747.8737,113070.6127,87391.89838,24.44712342,1767.559797,1
164014.6229,260414.906,44988.82616,22.04536612,8614.711431,1
273985.9,179613.6874,109967.4866,15.91437169,10803.53436,1
31141.4947,158751.5064,130565.6291,13.79757161,9819.308574,0
261642.1366,153592.0092,105470.7494,15.23436998,10698.38805,1
32235.21528,209225.8053,31137.82403,21.87842262,14688.24723,1
303016.649,144755.5868,37768.12063,23.10032054,2581.103472,0
199706.9409,176629.1522,158749.0699,7.279050172,11076.22814,0
66266.65508,97226.91369,46713.58658,7.595672356,12737.19213,0
226201.6518,63981.62887,25536.06851,1.218959674,12271.64327,0
45374.28843,248715.1879,36930.08992,24.75888818,9350.107889,1
268278.6511,105971.304,180251.2912,24.13166277,11409.62696,1
398512.8044,50814.40886,126572.8258,19.65593409,3144.097923,1
312370.9881,67514.67907,155534.2482,11.08415364,9764.943462,0
238034.1632,132608.6719,49695.35204,14.24740151,6543.750725,0
59001.3985,96346.66231,127666.2533,19.35372705,11025.62732,0
285936.9484,213098.5774,42786.37729,5.539264133,12616.33619,1
271243.7896,114721.7494,106535.1835,5.463712068,7941.102795,1
38656.90964,181967.256,19275.54328,14.04504982,1477.758495,0
321073.7347,62626.5113,105822.9858,16.94372885,6145.541277,0
217112.3045,53926.76549,49614.22695,12.77655249,8387.56478,1
181829.7238,273298.5594,48140.41337,7.542660986,2022.818768,0
319511.126,261407.0625,101796.626,9.725555046,2327.970756,0
176396.3048,270854.2429,116652.7997,14.68282232,4171.38194,0
202789.9847,155627.8189,141869.2828,1.48601411,13027.55143,1
89018.96022,35074.56114,64334.33038,24.41592046,9861.801182,0
142101.1818,103403.3496,61222.23508,24.28834929,11273.57466,1
341302.5387,266199.5684,21390.1629,21.07501739,11824.53445,1
91023.42459,135413.6891,66917.81027,9.155160806,10168.98925,1
178570.6031,108157.2026,72478.03089,16.69137827,9427.505568,0
395833.1128,99216.61081,101213.3775,16.07474802,8550.282854,1
109907.9284,171591.3906,86148.47994,10.21970366,11604.09674,0
368396.2865,143899.005,141072.3006,22.02504204,9363.300372,1
368991.0378,121843.5397,93292.75862,13.81956947,7949.928434,1
54692.61004,135567.414,168919.37,0.944477299,11584.34941,0
196188.0355,90999.43916,108502.3607,7.451464998,4585.234498,0
210842.2074,69669.50698,119605.4539,18.59317876,1392.080133,0
139194.201,72526.77401,140946.9176,21.36030271,13514.08425,1
37989.02415,25928.15741,136659.6674,15.3031134,14575.17365,0
111840.5422,284497.1155,187155.824,16.45057042,10582.40349,1
56301.26379,287603.6346,149399.6853,19.59992066,12055.94663,1
110534.9642,44322.48704,191300.9986,10.58020658,1580.725126,0
326960.6128,36036.70653,71687.67005,3.463424399,3110.089501,0
360091.7494,133635.9841,194722.9765,7.349749985,13229.34562,1
36424.69899,232724.1849,121798.1839,12.27549938,6937.814573,0
134739.7978,250420.2512,65431.69946,17.74061893,1444.627712,1
392621.2355,21096.06407,31880.08497,9.240634971,3613.425006,0
225011.8326,95741.17756,105916.2951,5.911373244,8961.095732,0
257997.5574,167562.2797,192714.9598,10.53027062,8256.589849,1
22107.25519,53502.25253,169096.9938,20.15329896,4227.884413,0
204265.5885,291447.1066,150603.3379,15.66580242,14621.09,1
395564.8432,86619.02193,15616.15343,11.91999497,11508.04548,1
162570.5004,166441.1129,155852.2059,6.794993307,10938.78158,0
56874.50028,46251.31291,139112.962,6.560181612,9451.793065,0
195525.3294,111588.2093,168320.5498,6.058187018,11805.1313,0
385941.6971,50086.70829,25452.92852,14.8417433,2691.931899,0
149895.6332,274876.3467,81816.62856,3.074373228,13713.63612,1
323590.6386,285710.5503,70746.17342,20.17871521,12255.42255,1
323561.6059,169276.3528,155578.8409,12.00357207,14193.16618,1
99134.35276,114706.6887,153183.4258,24.01196169,2409.380511,0
188479.7267,107195.1036,102503.6542,6.077253147,1059.962434,0
291928.4846,278248.2743,75924.39715,16.92569746,12016.78284,1
175997.5185,191511.3842,25153.72754,9.42788766,14798.87076,1
92582.64304,131733.8748,34577.02562,24.52954384,11325.80672,1
387647.8366,234891.1987,7039.998325,15.7481183,14022.03063,1
267285.1393,167557.5289,156048.4139,17.1864954,7103.577654,1
348874.7436,77122.06505,184490.805,3.536894155,4045.602666,0
29592.09596,82969.91834,11498.80017,9.076041746,13657.47669,0
121424.2096,93432.96497,160066.4755,17.86265628,1053.126162,0
210787.0181,19562.16446,58848.22321,8.294588367,9133.527915,0
45630.48135,87906.8494,105395.2753,19.39773477,10634.43202,1
397352.6392,189229.2402,140164.2484,18.30344399,1675.029781,1
109855.7106,229714.6026,70325.4001,2.390116195,13774.40832,1
162231.0293,47327.71605,196566.5502,3.061329433,13818.1584,0
101324.5277,292090.0001,197192.4132,3.123561859,14399.52166,1
60069.42912,154293.6533,136048.5245,0.809342193,12413.40261,0
108342.3185,32738.98946,196826.1623,8.180939011,7490.242234,0
134231.8515,282893.2532,27947.12604,16.97429217,8609.772915,0
261088.0618,92426.70244,7354.002875,12.46880433,11734.34349,1
126869.217,103268.105,171027.2709,3.363849955,8169.530094,0
157665.1692,145913.6053,140028.8803,13.82750933,9491.127024,1
22258.28061,107446.1045,65843.48187,22.57853969,12866.81464,1
158973.2679,65638.26436,107301.7499,0.98886534,2584.156277,0
222876.673,51231.709,82684.40663,10.53447871,13742.07235,1
81566.01808,160260.2374,93433.80867,4.298699977,4470.888622,0
247024.5812,35101.06974,116143.3243,0.894756246,1328.356555,0
131397.9381,217302.7375,105730.3976,1.098049255,1340.087361,0
260179.188,112437.587,124843.8677,13.28356176,13477.66134,1
29954.71,297897.8881,69804.68952,13.07804189,11096.17641,1
357285.515,32913.21881,114635.4351,7.085316521,13239.01177,1
26125.07956,28842.95122,173304.2968,16.7114043,8382.803758,0
68244.05179,86765.57561,75494.90594,6.903234525,8941.864618,0
315321.7354,115209.168,59796.20519,8.137838711,2994.481078,0
37440.18824,246775.3017,100327.6452,0.048626519,14329.86676,1
290179.5036,251457.0473,67551.8231,2.999462863,6324.740609,0
388997.5334,221221.9815,181168.7833,10.23703925,8569.543135,1
351239.5146,250332.247,123316.0972,11.63804813,5581.599755,1
289861.4275,222577.7235,149588.513,4.773900141,4289.325533,0
384233.7023,263805.9993,10909.73151,19.58695791,8308.089943,1
183329.0684,147386.2629,24121.29956,13.5866348,8199.848516,0
351693.9874,93784.87875,83623.0585,17.41153256,14725.98658,1
155263.9138,194395.6204,86353.3822,7.999406497,8648.910977,0
373310.1881,118902.152,17844.57312,14.31177473,12124.25045,1
76535.50937,34278.30733,159926.3935,5.004775977,12169.46246,0
377211.0257,258913.293,114942.9262,9.412021904,10068.48045,1
336432.155,252717.3362,102367.142,14.44928586,4835.678012,1
341500.8385,156449.129,136719.7001,6.983004251,13107.45176,1
67090.74377,147814.5908,140088.7994,5.645016157,9070.772684,0
246665.0214,48877.18371,69518.78365,12.78411178,13725.10068,1
26229.14273,50880.80155,97834.88143,15.65197783,1716.709468,0
294050.0591,242361.1947,118325.6317,19.19482744,1912.124347,1
22940.25537,258392.8291,5866.002848,19.34626983,11865.62747,1
52232.46543,16619.23402,32556.94377,4.617257734,2708.360139,0
105689.396,238411.9086,81027.9361,1.560083057,6426.33761,0
352547.3229,167751.5,13740.55816,15.3673797,4141.686545,0
158159.0008,139645.1097,15595.71433,23.74770919,7876.525988,1
225184.7754,150515.4502,105350.3779,23.133954,3496.513314,1
235879.2213,218219.1395,124673.6957,19.22839372,13356.69846,1
105676.0769,15681.21052,52285.29933,5.567571188,14179.98443,0
237415.7718,32867.37262,179688.806,5.727375624,9110.434422,0
271161.6821,254780.5308,162783.0316,13.95852157,3730.055714,1
133333.2495,299330.5602,172567.6264,6.289643512,10824.30467,1
179078.2064,83851.65872,94111.34602,16.26878522,11504.06607,1
192173.7913,129033.4697,164080.6103,20.7063192,5937.716107,1
374293.2514,215055.1207,135359.1452,7.261926783,6063.937148,1
243247.624,204463.3458,23277.69059,22.51360315,7030.449294,1
380335.9012,238364.0372,7623.208742,10.73086958,1719.144623,0
231293.2064,275524.6831,188284.836,10.94466166,6553.77563,1
210213.3399,90259.98158,110204.8778,16.60917386,4760.115666,0
21342.24017,165216.5195,148085.891,20.18071011,4756.289632,0
202737.8367,55040.78676,36522.36238,17.90614804,2978.319483,0
372432.8995,291538.7094,141147.6709,13.39995623,7260.984757,1
95378.96183,230858.9155,131933.7992,20.86928977,6915.10718,1
39794.63107,68395.00531,180832.9702,23.64894164,3404.958349,0
174575.9795,225858.1457,64190.33326,23.26959207,4959.649782,1
161510.6626,242667.6263,75897.29435,7.59507509,1864.997806,0
345718.162,53887.83917,124846.4296,9.633838371,5666.944056,0
30112.22391,157280.7084,176547.3845,19.31391347,4191.470372,0
369656.7073,249480.2005,57392.19859,17.42871763,8256.481348,1
278743.1396,113943.5718,23655.78311,17.36804614,4336.6318,0
363605.8777,29385.35749,68427.60648,19.78559654,7494.200622,1
250861.0469,113063.1441,129501.1907,17.63208268,12464.95031,1
328542.2587,237864.1153,199510.457,6.900856805,10513.82542,1
147506.6719,43613.84497,38831.45293,14.1283348,7211.430884,0
152835.1667,103420.5529,163195.4318,8.504332812,2270.075406,0
168152.2075,258271.2693,48817.78109,7.481564173,1185.539482,0
306822.891,61151.56645,105320.3335,7.769233067,10963.53145,0
160330.6463,125765.8176,151040.677,9.968920062,4063.922001,0
112043.5265,172942.7474,26056.74978,10.56922805,13116.28365,0
376313.9756,65712.67814,160497.71,7.182360968,2136.822095,0
365044.2118,214686.4272,20264.56772,16.08932916,8751.960094,1
152542.9801,237672.4669,68294.08268,19.23756635,7761.058087,1
261162.4667,195856.3596,11431.78113,13.92127241,11800.5302,1
124060.0404,260615.1835,169500.6823,16.51654348,13506.75156,1
98323.74891,52249.83199,122429.498,5.39401436,5768.893618,0
147809.021,15939.07044,37303.82982,17.20829283,1522.889257,0
144297.9592,91077.98257,27816.06842,24.81251044,3568.884242,0
355264.9185,254410.1273,97824.31145,8.788403766,2998.067536,0
332475.4496,51187.34094,6424.536284,4.937682651,2295.156481,0
289656.8269,232695.0906,159471.9231,7.286827855,4901.162089,1
384551.1856,279850.6804,193898.2824,5.613675923,9108.549853,1
180566.4742,174820.0558,11867.43716,14.33245642,6940.270663,0
113112.5547,266666.2089,119235.673,23.64228102,13056.10647,1
64611.40613,85709.7948,124245.5735,1.378722994,7574.861267,0
134400.2761,221004.208,7000.043367,20.77779089,5026.187147,0
75200.21891,237337.895,154305.3256,9.03532976,14226.03782,1
55030.717,153935.9893,55596.79839,8.79535477,1269.953351,0
249114.2347,186784.6107,132241.0735,9.321504511,10052.61135,1
158391.2309,40335.00383,45970.74053,15.20676217,3198.179692,0
234536.7302,93755.94605,22097.0974,3.81433332,8025.629182,0
92707.57387,36886.4007,53879.48478,22.96420638,13920.96566,1
277224.2267,83240.67126,176064.2163,9.589170506,3716.062699,0
101892.07,269382.9655,153214.765,17.95869212,5322.029835,0
125648.9656,23791.07959,100679.9277,24.53278026,5839.580495,0
301868.9604,156596.6143,27639.58824,15.23369503,14301.39509,1
232700.4003,163959.8073,46080.46483,20.79245933,9914.608569,1
147237.8369,96445.15929,192603.4299,5.441329778,4584.876549,0
226335.7374,237762.6742,32412.25783,2.702305086,11312.84452,1
283714.1871,183019.9809,61070.6904,9.790717466,3567.337739,0
366610.2062,70644.81454,112977.6601,8.551966811,3393.058417,0
240671.0211,149288.1055,77128.13457,2.88419406,4543.143261,0
108420.824,21660.00484,57478.92047,12.57291037,14224.25835,1
303745.0997,20103.41135,137483.1086,19.13562046,4181.862958,1
315552.2267,224442.5358,35525.59501,5.513009223,10415.37625,0
96152.49969,64095.23405,97077.13587,9.015070569,8201.54263,0
331818.2035,291017.4045,27555.4274,0.921102579,2989.512291,0
196675.2448,117089.9419,61109.72902,11.61349503,10818.61457,1
316311.3316,214134.0823,75103.7861,23.64057602,6110.051759,1
110241.7236,146805.6614,129742.2279,4.122519381,13503.67385,0
146380.5025,131696.7411,94315.0372,2.853994334,1217.887246,0
382404.9053,205361.6696,60522.10997,3.190829045,6056.821899,0
269969.7278,193426.3122,138391.771,13.29169927,6343.916356,1
313693.5756,264906.0205,97266.68387,9.119104664,9628.393203,1
281582.2504,39060.08298,146057.1739,18.16917508,9177.864036,0
97635.56478,159368.1069,80187.67297,20.75496706,10864.64052,1
198861.7244,188190.2336,146564.4843,1.599956877,14594.20148,0
327406.2716,200207.3999,116003.0906,24.37438671,13430.75958,1
276513.3482,193261.8165,53235.9128,13.63474784,4806.238659,0
22290.59655,119835.4737,111072.9976,17.54921373,5509.344248,0
53214.94221,23856.97085,31368.43478,22.42377511,5651.646235,0
151781.9937,218346.4752,6789.982995,7.090718171,12681.93891,0
378858.9051,27494.2361,139772.5525,11.44058651,1016.286511,0
206652.3828,149153.6048,39679.04244,22.92942583,2319.455056,0
122666.9816,219950.1118,120472.9749,8.049222109,2230.231506,0
156961.0134,92950.80498,95870.07412,23.89458654,3362.048746,0
100047.9985,22923.16415,90041.1182,15.9856695,8756.47601,0
180056.0217,41425.33703,66196.71027,16.25232188,3116.968759,0
102853.467,54645.23391,106811.4708,2.276424828,12243.23478,0
341385.9528,204552.9468,194590.4424,9.593166384,12399.97241,1
193382.8276,201256.2004,154388.9091,6.175780227,5860.202424,0
126324.767,293843.4465,85685.75403,12.16433349,4005.639004,0
374498.8263,107305.1677,175100.8798,19.11508987,3013.114371,1
139453.5144,52440.67051,107714.9578,18.25943777,8499.612175,1
365691.5716,64171.47337,197240.1649,17.67466283,7817.823099,1
36498.87457,24166.56213,194290.6661,6.363601271,1083.037313,0
288703.7229,249805.3116,10506.70947,17.50705204,5307.836909,1
203877.8348,36704.25393,39022.31052,11.93732407,8011.221127,1
188804.0033,269693.1247,168499.551,12.22482772,3138.13268,0
33802.87085,28804.62572,76049.76967,15.54186391,4852.535004,0
35459.61239,246793.8849,53085.65904,3.498817918,11355.35364,0
146446.3745,70790.33162,109651.1255,23.28400715,6386.532244,0
379905.4252,21578.69032,136001.6553,15.52405823,3385.029052,0
254710.7913,214940.3993,66590.98572,8.946586133,12138.29925,1
160172.4398,15755.26424,172722.7184,14.45655111,9908.281266,0
252551.2748,99835.9065,102676.0219,16.92005593,9775.607765,1
98329.98379,31271.4209,50161.75874,21.56906963,2141.558877,0
82725.24827,49589.53354,136601.4167,12.8307196,6738.448909,0
157490.5609,50741.97895,96677.79915,17.17918782,4397.96838,0
348074.2736,221109.2473,34482.40823,7.71391993,9353.050037,1
213572.6564,292064.1031,19172.77797,9.679687676,1787.177325,0
132822.5761,84707.2068,122826.6173,1.926953099,10468.99206,0
381095.6175,128688.2653,17565.93195,16.31977204,9276.445765,1
330067.1141,121701.0884,194802.2155,16.41705546,6360.795781,1
142730.0983,88187.19993,44765.53771,1.553335967,6775.056287,0
389397.3332,218120.5756,197376.9247,9.994512637,7449.692615,1
395193.4172,92324.04948,67587.62389,2.405623381,4221.617744,0
175290.8508,161608.1651,185772.7799,14.09704808,7325.208724,1
269250.7791,51978.82801,129048.5748,8.760103895,6829.380967,0
174148.2154,256669.4679,23722.33091,19.27225224,10977.383,1
117792.2802,210901.2116,55004.9367,10.45113009,7386.710166,0
51408.01688,168546.2019,81447.69094,24.8564496,8683.585836,1
120171.9315,190014.3605,86903.16323,17.74165936,7779.345835,0
123162.3443,78945.38624,114961.893,6.463830038,10053.08655,0
171482.8503,255555.9131,120982.8939,2.994415021,5369.771711,0
